gps_time,x,y,z,ve(m/s),vn(m/s),vu(m/s),roll(rad),pitch(rad),yaw(rad)
2024-12-27-07-46-32-788,11845059.484480,3497256.031274,60.743099,0.995300,-0.019200,0.009600,0.012045,0.001201,1.620480
2024-12-27-07-46-32-796,11845059.493259,3497256.031213,60.743099,0.995700,-0.021200,0.009100,0.012069,0.001205,1.620463
2024-12-27-07-46-32-804,11845059.502045,3497256.031145,60.743099,0.996400,-0.022400,0.007800,0.012074,0.001222,1.620444
2024-12-27-07-46-32-812,11845059.510819,3497256.031072,60.743099,0.995600,-0.023100,0.003000,0.012071,0.001197,1.620428
2024-12-27-07-46-32-820,11845059.519603,3497256.030992,60.743000,0.995900,-0.023900,0.000400,0.012071,0.001200,1.620399
2024-12-27-07-46-32-828,11845059.528383,3497256.030921,60.743000,0.995800,-0.023200,0.001300,0.012041,0.001179,1.620415
2024-12-27-07-46-32-836,11845059.537164,3497256.030851,60.743000,0.995700,-0.022400,0.001900,0.012041,0.001188,1.620392
2024-12-27-07-46-32-844,11845059.545951,3497256.030779,60.742901,0.996200,-0.022200,0.003200,0.012062,0.001217,1.620377
2024-12-27-07-46-32-852,11845059.554735,3497256.030709,60.742901,0.996200,-0.022000,0.004400,0.012054,0.001214,1.620369
2024-12-27-07-46-32-859,11845059.563533,3497256.030631,60.742802,0.997500,-0.022600,0.000200,0.012059,0.001222,1.620345
2024-12-27-07-46-32-867,11845059.572331,3497256.030547,60.742802,0.998100,-0.023800,0.000100,0.012057,0.001226,1.620346
2024-12-27-07-46-32-875,11845059.581139,3497256.030448,60.742699,0.999000,-0.025800,-0.003400,0.012035,0.001222,1.620333
2024-12-27-07-46-32-883,11845059.589938,3497256.030350,60.742599,0.998500,-0.026400,0.000000,0.012036,0.001216,1.620312
2024-12-27-07-46-32-891,11845059.598742,3497256.030246,60.742599,0.998600,-0.027200,-0.000400,0.012036,0.001215,1.620306
2024-12-27-07-46-32-899,11845059.607518,3497256.030150,60.742500,0.996100,-0.026300,0.004600,0.012042,0.001210,1.620281
2024-12-27-07-46-32-907,11845059.616308,3497256.030055,60.742500,0.996200,-0.025600,0.003300,0.012063,0.001227,1.620257
2024-12-27-07-46-32-915,11845059.625116,3497256.029968,60.742401,0.998000,-0.024500,0.003800,0.012073,0.001234,1.620258
2024-12-27-07-46-32-923,11845059.633910,3497256.029883,60.742401,0.997700,-0.023800,0.001600,0.012074,0.001226,1.620252
2024-12-27-07-46-32-931,11845059.642702,3497256.029800,60.742298,0.997400,-0.023400,0.001400,0.012069,0.001224,1.620255
2024-12-27-07-46-32-939,11845059.651458,3497256.029624,60.742401,0.999100,-0.023700,0.001500,0.012070,0.001213,1.620231
2024-12-27-07-46-32-947,11845059.660202,3497256.029453,60.742401,0.998600,-0.023700,0.004000,0.012069,0.001221,1.620231
2024-12-27-07-46-32-955,11845059.668937,3497256.029285,60.742401,0.997500,-0.023300,0.004400,0.012056,0.001234,1.620214
2024-12-27-07-46-32-963,11845059.677664,3497256.029118,60.742500,0.996200,-0.023100,0.004700,0.012054,0.001260,1.620217
2024-12-27-07-46-32-971,11845059.686415,3497256.028950,60.742401,0.998000,-0.023100,0.000500,0.012055,0.001261,1.620201
2024-12-27-07-46-32-979,11845059.695152,3497256.028800,60.742500,0.997600,-0.021200,0.002300,0.012026,0.001236,1.620199
2024-12-27-07-46-32-987,11845059.703869,3497256.028651,60.742500,0.995600,-0.020200,0.000700,0.012015,0.001247,1.620193
2024-12-27-07-46-32-995,11845059.712600,3497256.028514,60.742500,0.995900,-0.018800,0.003800,0.012011,0.001267,1.620185
2024-12-27-07-46-33-003,11845059.721333,3497256.028372,60.742500,0.996400,-0.018800,0.002600,0.011993,0.001260,1.620182
2024-12-27-07-46-33-011,11845059.730063,3497256.028239,60.742599,0.996500,-0.018100,0.004700,0.011986,0.001273,1.620176
2024-12-27-07-46-33-019,11845059.738806,3497256.028104,60.742599,0.997700,-0.018300,0.000900,0.011986,0.001289,1.620169
2024-12-27-07-46-33-027,11845059.747542,3497256.027964,60.742599,0.997600,-0.019000,0.001300,0.011979,0.001296,1.620170
2024-12-27-07-46-33-035,11845059.756271,3497256.027824,60.742599,0.996900,-0.019300,-0.000500,0.011964,0.001287,1.620156
2024-12-27-07-46-33-043,11845059.765002,3497256.027692,60.742599,0.996600,-0.018700,0.005200,0.011979,0.001278,1.620155
2024-12-27-07-46-33-051,11845059.773725,3497256.027548,60.742699,0.995800,-0.019600,0.003700,0.011987,0.001282,1.620137
2024-12-27-07-46-33-059,11845059.782437,3497256.027415,60.742699,0.994500,-0.018800,0.007900,0.011977,0.001281,1.620121
2024-12-27-07-46-33-067,11845059.791157,3497256.027278,60.742802,0.994700,-0.018800,0.005300,0.011992,0.001303,1.620106
2024-12-27-07-46-33-075,11845059.799871,3497256.027150,60.742802,0.994400,-0.018000,0.005200,0.011973,0.001307,1.620114
2024-12-27-07-46-33-083,11845059.808586,3497256.027030,60.742802,0.994500,-0.016700,0.006000,0.011943,0.001285,1.620119
2024-12-27-07-46-33-091,11845059.817305,3497256.026899,60.742901,0.995000,-0.017400,0.005400,0.011928,0.001300,1.620101
2024-12-27-07-46-33-099,11845059.826017,3497256.026778,60.743000,0.994700,-0.016700,0.007500,0.011910,0.001283,1.620095
2024-12-27-07-46-33-107,11845059.834737,3497256.026654,60.743000,0.995100,-0.016900,0.007300,0.011908,0.001308,1.620081
2024-12-27-07-46-33-115,11845059.843450,3497256.026525,60.743000,0.994700,-0.017700,0.004700,0.011900,0.001311,1.620091
2024-12-27-07-46-33-123,11845059.852160,3497256.026404,60.743000,0.994300,-0.017100,0.001700,0.011886,0.001321,1.620083
2024-12-27-07-46-33-131,11845059.860871,3497256.026288,60.743000,0.994200,-0.016100,-0.000300,0.011859,0.001316,1.620077
2024-12-27-07-46-33-147,11845059.878272,3497256.026067,60.743099,0.992700,-0.014800,0.001400,0.011808,0.001301,1.620070
2024-12-27-07-46-33-155,11845059.886979,3497256.025959,60.743099,0.993300,-0.014500,0.003400,0.011777,0.001339,1.620057
2024-12-27-07-46-33-163,11845059.895681,3497256.025845,60.743099,0.993300,-0.015300,0.002800,0.011774,0.001342,1.620051
2024-12-27-07-46-33-171,11845059.904379,3497256.025728,60.743099,0.992900,-0.016100,0.001700,0.011766,0.001364,1.620052
2024-12-27-07-46-33-179,11845059.913086,3497256.025597,60.743099,0.993600,-0.017900,-0.001900,0.011742,0.001340,1.620050
2024-12-27-07-46-33-187,11845059.921786,3497256.025466,60.743099,0.993300,-0.018700,-0.002000,0.011714,0.001352,1.620048
2024-12-27-07-46-33-195,11845059.930480,3497256.025323,60.743099,0.992600,-0.020100,-0.001300,0.011678,0.001348,1.620041
2024-12-27-07-46-33-203,11845059.939166,3497256.025187,60.743099,0.991500,-0.019700,-0.001200,0.011665,0.001340,1.620018
2024-12-27-07-46-33-211,11845059.947848,3497256.025055,60.743099,0.990700,-0.019000,0.001500,0.011654,0.001352,1.620019
2024-12-27-07-46-33-219,11845059.956530,3497256.024927,60.743099,0.990600,-0.017900,0.002700,0.011658,0.001375,1.620000
2024-12-27-07-46-33-227,11845059.965204,3497256.024803,60.743099,0.989900,-0.017200,0.004100,0.011656,0.001378,1.620002
2024-12-27-07-46-33-235,11845059.973889,3497256.024677,60.743198,0.990800,-0.017200,0.002400,0.011652,0.001395,1.619996
2024-12-27-07-46-33-243,11845059.982578,3497256.024550,60.743198,0.991700,-0.017300,0.003300,0.011650,0.001387,1.620002
2024-12-27-07-46-33-251,11845059.991260,3497256.024426,60.743198,0.991400,-0.017100,0.002400,0.011637,0.001387,1.619990
2024-12-27-07-46-33-259,11845059.999944,3497256.024299,60.743301,0.991400,-0.017400,0.006400,0.011618,0.001384,1.619992
2024-12-27-07-46-33-267,11845060.008631,3497256.024387,60.743099,0.990500,-0.017700,0.003900,0.011614,0.001397,1.619987
2024-12-27-07-46-33-275,11845060.017314,3497256.024340,60.743000,0.990600,-0.017900,0.002200,0.011570,0.001406,1.619970
2024-12-27-07-46-33-283,11845060.025989,3497256.024293,60.742901,0.990100,-0.017900,0.001400,0.011529,0.001413,1.619977
2024-12-27-07-46-33-291,11845060.034664,3497256.024238,60.742901,0.989900,-0.018800,0.001000,0.011514,0.001402,1.619964
2024-12-27-07-46-33-299,11845060.043333,3497256.024182,60.742802,0.989300,-0.019200,0.000300,0.011471,0.001401,1.619961
2024-12-27-07-46-33-307,11845060.051998,3497256.024127,60.742699,0.988700,-0.019300,0.003100,0.011457,0.001410,1.619950
2024-12-27-07-46-33-315,11845060.060664,3497256.024066,60.742599,0.988600,-0.019600,0.001700,0.011422,0.001430,1.619930
2024-12-27-07-46-33-323,11845060.069343,3497256.024011,60.742599,0.989900,-0.019300,0.000700,0.011403,0.001435,1.619916
2024-12-27-07-46-33-331,11845060.078022,3497256.023953,60.742500,0.990600,-0.019200,0.001800,0.011372,0.001435,1.619912
2024-12-27-07-46-33-340,11845060.086702,3497256.023899,60.742401,0.990900,-0.018900,0.000400,0.011352,0.001449,1.619899
2024-12-27-07-46-33-347,11845060.095372,3497256.023854,60.742401,0.990000,-0.017700,0.005600,0.011344,0.001428,1.619907
2024-12-27-07-46-33-355,11845060.104037,3497256.023802,60.742298,0.989000,-0.018000,0.004900,0.011354,0.001434,1.619899
2024-12-27-07-46-33-363,11845060.112683,3497256.023755,60.742298,0.987000,-0.017700,0.011800,0.011366,0.001439,1.619893
2024-12-27-07-46-33-371,11845060.121333,3497256.023700,60.742298,0.986500,-0.018400,0.010100,0.011387,0.001450,1.619884
2024-12-27-07-46-33-379,11845060.129985,3497256.023650,60.742298,0.986700,-0.018300,0.011200,0.011409,0.001473,1.619879
2024-12-27-07-46-33-387,11845060.138639,3497256.023587,60.742298,0.987200,-0.019500,0.008100,0.011383,0.001456,1.619878
2024-12-27-07-46-33-395,11845060.147284,3497256.023525,60.742199,0.986600,-0.020000,0.007700,0.011375,0.001453,1.619867
2024-12-27-07-46-33-403,11845060.155939,3497256.023455,60.742199,0.987400,-0.020900,0.007800,0.011338,0.001445,1.619870
2024-12-27-07-46-33-411,11845060.164598,3497256.023385,60.742199,0.988100,-0.021000,0.009500,0.011320,0.001456,1.619842
2024-12-27-07-46-33-419,11845060.173244,3497256.023316,60.742199,0.987300,-0.021100,0.010400,0.011302,0.001446,1.619839
2024-12-27-07-46-33-427,11845060.181893,3497256.023246,60.742199,0.987000,-0.020900,0.007500,0.011271,0.001444,1.619825
2024-12-27-07-46-33-435,11845060.190540,3497256.023183,60.742199,0.986700,-0.020100,0.007600,0.011251,0.001455,1.619821
2024-12-27-07-46-33-443,11845060.199190,3497256.023121,60.742100,0.987000,-0.019500,0.006000,0.011214,0.001437,1.619812
2024-12-27-07-46-33-451,11845060.207813,3497256.023072,60.742100,0.984700,-0.018000,0.009600,0.011182,0.001424,1.619808
2024-12-27-07-46-33-459,11845060.216442,3497256.023017,60.742100,0.984100,-0.017900,0.012300,0.011188,0.001443,1.619790
2024-12-27-07-46-33-467,11845060.225075,3497256.022962,60.742100,0.984500,-0.018100,0.011500,0.011207,0.001447,1.619763
2024-12-27-07-46-33-475,11845060.233697,3497256.022908,60.742100,0.983900,-0.018200,0.013000,0.011199,0.001453,1.619759
2024-12-27-07-46-33-483,11845060.242326,3497256.022845,60.742100,0.984300,-0.019300,0.010100,0.011203,0.001461,1.619757
2024-12-27-07-46-33-491,11845060.250950,3497256.022779,60.742100,0.984200,-0.020100,0.009800,0.011198,0.001430,1.619748
2024-12-27-07-46-33-499,11845060.259585,3497256.022711,60.742100,0.985200,-0.020700,0.010200,0.011208,0.001429,1.619739
2024-12-27-07-46-33-507,11845060.268204,3497256.022647,60.742100,0.984100,-0.020200,0.012800,0.011222,0.001412,1.619725
2024-12-27-07-46-33-515,11845060.276822,3497256.022580,60.742199,0.983500,-0.020200,0.016200,0.011255,0.001425,1.619711
2024-12-27-07-46-33-523,11845060.285419,3497256.022520,60.742199,0.981300,-0.019600,0.016000,0.011300,0.001427,1.619711
2024-12-27-07-46-33-531,11845060.294022,3497256.022455,60.742199,0.981000,-0.019700,0.013500,0.011340,0.001434,1.619691
2024-12-27-07-46-33-539,11845060.302628,3497256.022386,60.742199,0.981400,-0.020100,0.010700,0.011362,0.001435,1.619678
2024-12-27-07-46-33-547,11845060.311234,3497256.022315,60.742199,0.981800,-0.020700,0.010500,0.011372,0.001428,1.619677
2024-12-27-07-46-33-555,11845060.319844,3497256.022237,60.742199,0.982400,-0.021600,0.009100,0.011395,0.001461,1.619655
2024-12-27-07-46-33-563,11845060.328458,3497256.022156,60.742199,0.983000,-0.022200,0.010100,0.011409,0.001447,1.619646
2024-12-27-07-46-33-571,11845060.337060,3497256.022071,60.742199,0.982200,-0.022800,0.010000,0.011404,0.001446,1.619633
2024-12-27-07-46-33-579,11845060.345661,3497256.021981,60.742199,0.981600,-0.023500,0.008600,0.011411,0.001467,1.619622
2024-12-27-07-46-33-587,11845060.354257,3497256.021897,60.742199,0.980800,-0.022900,0.006900,0.011405,0.001483,1.619605
2024-12-27-07-46-33-595,11845060.362857,3497256.021820,60.742100,0.981100,-0.021800,0.003900,0.011405,0.001482,1.619601
2024-12-27-07-46-33-603,11845060.371446,3497256.021747,60.742100,0.980300,-0.020800,0.002600,0.011402,0.001468,1.619600
2024-12-27-07-46-33-611,11845060.380038,3497256.021672,60.742001,0.980200,-0.020700,0.004300,0.011406,0.001503,1.619584
2024-12-27-07-46-33-619,11845060.388623,3497256.021604,60.742001,0.979600,-0.019900,0.003800,0.011430,0.001520,1.619552
2024-12-27-07-46-33-627,11845060.397216,3497256.021528,60.741901,0.980100,-0.020500,0.002600,0.011424,0.001545,1.619554
2024-12-27-07-46-33-635,11845060.405811,3497256.021444,60.741798,0.980700,-0.021800,-0.000500,0.011411,0.001560,1.619548
2024-12-27-07-46-33-643,11845060.414396,3497256.021359,60.741699,0.980000,-0.022600,-0.004300,0.011386,0.001553,1.619546
2024-12-27-07-46-33-651,11845060.422994,3497256.021266,60.741600,0.980900,-0.023600,-0.003400,0.011362,0.001562,1.619540
2024-12-27-07-46-33-660,11845060.431590,3497256.021174,60.741501,0.981100,-0.023800,-0.003200,0.011362,0.001562,1.619527
2024-12-27-07-46-33-668,11845060.440163,3497256.021094,60.741402,0.979100,-0.022400,0.001600,0.011351,0.001567,1.619523
2024-12-27-07-46-33-676,11845060.448735,3497256.021017,60.741402,0.978000,-0.021300,0.004900,0.011378,0.001584,1.619508
2024-12-27-07-46-33-684,11845060.457309,3497256.020945,60.741299,0.977800,-0.020400,0.004800,0.011435,0.001619,1.619506
2024-12-27-07-46-33-692,11845060.465893,3497256.020881,60.741299,0.978900,-0.019200,0.002700,0.011436,0.001624,1.619501
2024-12-27-07-46-33-700,11845060.474464,3497256.020815,60.741199,0.978400,-0.019100,0.000100,0.011432,0.001632,1.619507
2024-12-27-07-46-33-708,11845060.483041,3497256.020753,60.741100,0.978600,-0.018600,-0.000700,0.011429,0.001639,1.619500
2024-12-27-07-46-33-716,11845060.491632,3497256.020691,60.741001,0.980000,-0.018500,-0.000600,0.011424,0.001636,1.619482
2024-12-27-07-46-33-724,11845060.500219,3497256.020637,60.740898,0.980300,-0.017900,0.002400,0.011411,0.001646,1.619488
2024-12-27-07-46-33-732,11845060.508807,3497256.020585,60.740898,0.980400,-0.017200,0.005000,0.011407,0.001666,1.619471
2024-12-27-07-46-33-740,11845060.517381,3497256.020539,60.740799,0.978900,-0.016600,0.005200,0.011430,0.001690,1.619458
2024-12-27-07-46-33-748,11845060.525970,3497256.020499,60.740799,0.979700,-0.015700,0.002200,0.011446,0.001675,1.619462
2024-12-27-07-46-33-756,11845060.534551,3497256.020465,60.740700,0.979400,-0.014900,0.000000,0.011430,0.001677,1.619469
2024-12-27-07-46-33-764,11845060.543130,3497256.020433,60.740601,0.979000,-0.014300,0.001000,0.011419,0.001680,1.619465
2024-12-27-07-46-33-772,11845060.551716,3497256.020402,60.740501,0.979500,-0.014100,0.000300,0.011418,0.001694,1.619445
2024-12-27-07-46-33-780,11845060.560298,3497256.020379,60.740501,0.979500,-0.013200,0.000500,0.011385,0.001689,1.619449
2024-12-27-07-46-33-788,11845060.568894,3497256.020356,60.740398,0.980600,-0.013000,0.002100,0.011390,0.001727,1.619440
2024-12-27-07-46-33-796,11845060.577489,3497256.020339,60.740299,0.981200,-0.012500,-0.000800,0.011376,0.001711,1.619440
2024-12-27-07-46-33-804,11845060.586085,3497256.020320,60.740200,0.981200,-0.012400,-0.001200,0.011359,0.001724,1.619437
2024-12-27-07-46-33-812,11845060.594682,3497256.020304,60.740101,0.981400,-0.012400,0.001300,0.011351,0.001719,1.619459
2024-12-27-07-46-33-820,11845060.603294,3497256.020287,60.740101,0.982600,-0.012300,0.000800,0.011356,0.001712,1.619441
2024-12-27-07-46-33-828,11845060.611885,3497256.020276,60.740002,0.981200,-0.011800,0.006100,0.011357,0.001718,1.619441
2024-12-27-07-46-33-836,11845060.620469,3497256.020270,60.740002,0.979800,-0.011000,0.005400,0.011389,0.001726,1.619435
2024-12-27-07-46-33-844,11845060.629058,3497256.020262,60.739899,0.979600,-0.010900,0.005800,0.011395,0.001739,1.619444
2024-12-27-07-46-33-852,11845060.637649,3497256.020262,60.739899,0.980000,-0.010200,0.004600,0.011406,0.001744,1.619446
2024-12-27-07-46-33-860,11845060.646251,3497256.020259,60.739799,0.981200,-0.010100,0.002800,0.011406,0.001741,1.619436
2024-12-27-07-46-33-868,11845060.654846,3497256.020264,60.739799,0.981100,-0.009400,0.004600,0.011406,0.001752,1.619444
2024-12-27-07-46-33-876,11845060.663463,3497256.020260,60.739700,0.983000,-0.010100,0.003600,0.011417,0.001759,1.619438
2024-12-27-07-46-33-884,11845060.672076,3497256.020255,60.739700,0.983400,-0.010600,0.004100,0.011402,0.001766,1.619433
2024-12-27-07-46-33-892,11845060.680690,3497256.020247,60.739601,0.983500,-0.011200,0.002800,0.011402,0.001750,1.619440
2024-12-27-07-46-33-900,11845060.689288,3497256.020237,60.739601,0.981900,-0.011500,0.001700,0.011396,0.001787,1.619434
2024-12-27-07-46-33-908,11845060.697911,3497256.020227,60.739399,0.983300,-0.011600,-0.002400,0.011377,0.001811,1.619438
2024-12-27-07-46-33-916,11845060.706522,3497256.020222,60.739300,0.983100,-0.011100,-0.004300,0.011347,0.001800,1.619441
2024-12-27-07-46-33-924,11845060.715130,3497256.020219,60.739300,0.982500,-0.010500,-0.002800,0.011323,0.001798,1.619440
2024-12-27-07-46-33-931,11845060.723733,3497256.020222,60.739201,0.981700,-0.009500,-0.000800,0.011322,0.001818,1.619425
2024-12-27-07-46-33-939,11845060.732333,3497256.020156,60.739201,0.981500,-0.009000,0.001100,0.011303,0.001823,1.619442
2024-12-27-07-46-33-947,11845060.740947,3497256.020089,60.739201,0.982600,-0.009000,0.000000,0.011324,0.001877,1.619439
2024-12-27-07-46-33-955,11845060.749560,3497256.020011,60.739101,0.983300,-0.010200,-0.002000,0.011309,0.001873,1.619445
2024-12-27-07-46-33-963,11845060.758171,3497256.019931,60.739101,0.983300,-0.011100,-0.003900,0.011278,0.001865,1.619446
2024-12-27-07-46-33-971,11845060.766799,3497256.019849,60.739101,0.984700,-0.011700,-0.001200,0.011291,0.001874,1.619451
2024-12-27-07-46-33-979,11845060.775407,3497256.019757,60.739101,0.983400,-0.012800,-0.002700,0.011290,0.001870,1.619440
2024-12-27-07-46-33-987,11845060.784000,3497256.019664,60.739101,0.981400,-0.013400,0.004100,0.011301,0.001876,1.619445
2024-12-27-07-46-33-995,11845060.792600,3497256.019569,60.739201,0.981200,-0.013700,0.003700,0.011322,0.001871,1.619433
2024-12-27-07-46-34-003,11845060.801198,3497256.019473,60.739201,0.981000,-0.013700,0.003600,0.011322,0.001897,1.619438
2024-12-27-07-46-34-011,11845060.809800,3497256.019368,60.739201,0.981400,-0.014600,-0.000300,0.011342,0.001922,1.619424
2024-12-27-07-46-34-019,11845060.818414,3497256.019262,60.739101,0.982900,-0.015100,-0.003200,0.011308,0.001914,1.619436
2024-12-27-07-46-34-027,11845060.827030,3497256.019160,60.739101,0.983700,-0.014600,-0.001000,0.011300,0.001916,1.619431
2024-12-27-07-46-34-035,11845060.835632,3497256.019055,60.739201,0.982700,-0.014600,0.000300,0.011279,0.001904,1.619423
2024-12-27-07-46-34-043,11845060.844248,3497256.018951,60.739201,0.983300,-0.014500,0.004000,0.011273,0.001938,1.619424
2024-12-27-07-46-34-051,11845060.852861,3497256.018844,60.739201,0.983300,-0.014800,0.002000,0.011264,0.001970,1.619411
2024-12-27-07-46-34-059,11845060.861460,3497256.018735,60.739201,0.982100,-0.015100,0.001400,0.011224,0.001944,1.619416
2024-12-27-07-46-34-075,11845060.878676,3497256.018516,60.739201,0.982400,-0.015300,-0.002000,0.011169,0.001973,1.619403
2024-12-27-07-46-34-083,11845060.887286,3497256.018407,60.739201,0.982700,-0.015300,0.002200,0.011146,0.001975,1.619412
